logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
-0.1815,6.036,#858585,0.9958,1.0,T07D1.2,1699,WBGene00020301,180548
-1.733,4.478,#858585,0.05096,0.1912,T07D1.3,435,WBGene00020302,188219
-0.7141,5.32,#858585,0.8145,1.0,fox-1,1865,WBGene00001484,180549
-1.291,3.633,#858585,0.2753,0.7182,R04B3.2,1279,WBGene00019867,180550
0.6512,1.176,#858585,0.7674,1.0,K02E10.5,488,WBGene00019319,186890
1.692,2.308,#858585,0.02496,0.1084,K02E10.6,803,WBGene00019320,186891
-0.8249,5.905,#858585,0.6458,1.0,hid-1,3206,WBGene00001844,180553
0.06292,3.982,#858585,0.9982,1.0,K02E10.1,1248,WBGene00019317,180554
-1.438,3.415,#858585,0.06542,0.2352,K02E10.7,2462,WBGene00019321,186892
-0.5429,5.13,#858585,0.8715,1.0,syg-1,2312,WBGene00006365,180555
-1.045,5.861,#858585,0.4605,1.0,tbc-12,2397,WBGene00044061,180556
0.6394,2.046,#858585,0.7479,1.0,F52H2.3,553,WBGene00018715,186131
0.4306,3.502,#858585,0.9087,1.0,F52H2.4,1499,WBGene00018716,186132
-1.029,6.544,#858585,0.4735,1.0,aat-3,1841,WBGene00000004,180557
-0.8698,3.235,#858585,0.6541,1.0,F52H2.5,1124,WBGene00018717,186133
-1.559,4.877,#858585,0.02838,0.1199,F52H2.6,1972,WBGene00018718,186134
-1.055,4.011,#858585,0.4358,0.9873,F52H2.7,2755,WBGene00018719,180558
-0.9856,4.192,#858585,0.5156,1.0,F52H2.1,2018,WBGene00018714,180559
0.9855,4.587,#858585,0.5185,1.0,H01M10.1,1053,WBGene00019143,186663
-0.6892,6.687,#858585,0.8769,1.0,nhr-40,1954,WBGene00003630,180560
-0.4466,6.222,#858585,0.9767,1.0,T03G6.3,1807,WBGene00020195,180561
-0.736,7.45,#858585,0.7404,1.0,F54G2.1,4828,WBGene00018837,180562
2.398,1.382,#858585,0.02581,0.1113,F54G2.2,3072,WBGene00018838,186260
0.2543,4.056,#858585,0.9678,1.0,C09B7.2,667,WBGene00015621,182438
1.04,2.712,#858585,0.4507,1.0,ser-7,2889,WBGene00004780,180565
-1.121,6.672,#858585,0.3433,0.8386,immt-1,2441,WBGene00020511,180566
-0.07372,4.855,#858585,0.9991,1.0,T14G11.1,1354,WBGene00020510,188507
0.5988,7.165,#858585,0.8678,1.0,T02C5.1,1390,WBGene00020158,180568
-2.121,6.328,#858585,0.02559,0.1106,igcm-3,2796,WBGene00020160,180569
-1.176,7.678,#858585,0.3999,0.9312,unc-2,7387,WBGene00006742,180570
-1.657,6.304,#858585,0.06747,0.2411,cgef-1,3871,WBGene00006496,180571
0.04117,-0.5336,#858585,0.9815,1.0,C14A11.13,139,WBGene00219813,NA
0.7829,2.361,#858585,0.7291,1.0,C14A11.5,1518,WBGene00015750,182591
-0.5892,4.912,#858585,0.9486,1.0,C14A11.9,889,WBGene00050944,6418836
-0.6583,2.453,#858585,0.8147,1.0,C14A11.6,1599,WBGene00015751,180572
0.04832,4.94,#858585,0.9968,1.0,tsp-6,1137,WBGene00006632,13219712
0.1552,3.043,#858585,0.992,1.0,linc-56,755,WBGene00219650,NA
-0.03498,3.07,#858585,0.9953,1.0,ssr-2,1057,WBGene00006055,191965
-0.4875,6.707,#858585,0.9643,1.0,Y71H10B.1,2449,WBGene00022201,180573
-0.6117,6.744,#858585,0.8292,1.0,kin-29,3491,WBGene00002210,180574
-0.1204,5.277,#858585,0.9975,1.0,tra-4,2038,WBGene00018740,180575
0.8186,0.8146,#858585,0.6825,1.0,comt-1,2090,WBGene00018741,186152
-1.78,5.59,#858585,0.01486,0.07227,F53B3.6,1417,WBGene00018744,180576
-0.2507,2.983,#858585,0.9874,1.0,F53B3.3,2182,WBGene00018742,180577
-1.823,6.844,#858585,0.0187,0.08637,F53B3.5,1577,WBGene00018743,180578
-0.9498,4.158,#858585,0.5469,1.0,vang-1,1932,WBGene00015171,180579
-0.5713,4.227,#858585,0.8894,1.0,B0410.3,820,WBGene00015172,180580
-0.5261,3.42,#858585,0.9143,1.0,F52B10.3,1236,WBGene00044304,3565669
-1.747,8.656,#858585,0.1282,0.4027,nmy-1,6405,WBGene00003776,180581
0.01129,6.387,#858585,0.9997,1.0,fard-1,2119,WBGene00022200,180582
-0.95,6.893,#858585,0.5778,1.0,pfk-1.1,3557,WBGene00022199,180583
-1.573,5.27,#858585,0.03598,0.1438,Y41G9A.5,1628,WBGene00021529,189838
-0.3147,5.598,#858585,0.9551,1.0,gbb-1,3320,WBGene00021528,189837
1.117,3.987,#858585,0.3589,0.8632,aakg-3,1400,WBGene00021527,189836
0.7219,4.336,#858585,0.7934,1.0,osm-5,2487,WBGene00003885,180585
-0.06844,7.229,#858585,0.9939,1.0,aqp-7,1177,WBGene00000175,180589
0.8436,4.676,#858585,0.6342,1.0,clec-265,1178,WBGene00019738,180590
0.1158,4.36,#858585,0.9971,1.0,cnnm-3,3290,WBGene00016343,180591
1.656,0.3021,#858585,0.08702,0.2959,twk-26,1861,WBGene00006679,180592
1.434,1.264,#858585,0.123,0.3904,rsef-1,2135,WBGene00016344,180593
-0.3346,0.2657,#858585,0.9451,1.0,ceh-30,1025,WBGene00000451,191620
-0.79,2.968,#858585,0.7545,1.0,ceh-31,1096,WBGene00000452,191621
-0.4781,7.335,#858585,0.9493,1.0,pccb-1,2094,WBGene00018701,180596
-0.8977,4.739,#858585,0.6425,1.0,sec-3,2784,WBGene00018703,180598
0.02634,4.181,#858585,0.9994,1.0,ztf-13,1482,WBGene00018704,186116
0.1436,4.639,#858585,0.9967,1.0,K10B3.5,2177,WBGene00019611,180599
0.7889,5.795,#858585,0.7354,1.0,gpcp-1,2680,WBGene00019612,180600
0.5372,9.213,#858585,0.9048,1.0,gpd-3,1204,WBGene00001685,180601
-0.04594,8.69,#858585,0.9974,1.0,gpd-2,1243,WBGene00001684,3565504
0.3418,3.986,#858585,0.9899,1.0,mai-1,989,WBGene00003124,3565232
-1.276,9.778,#858585,0.3292,0.8148,spc-1,7816,WBGene00004951,180603
-1.244,3.442,#858585,0.3248,0.8076,K10B3.1,568,WBGene00019609,187247
-0.8202,4.633,#858585,0.7905,1.0,C15C7.4,468,WBGene00015790,182633
-0.2094,6.495,#858585,0.9722,1.0,C15C7.5,744,WBGene00015791,180605
-1.211,4.703,#858585,0.3019,0.7667,gcc-1,2068,WBGene00002220,180606
-0.03421,3.44,#858585,0.9968,1.0,syx-6,661,WBGene00015789,259698
-0.9496,3.911,#858585,0.5748,1.0,C15C7.7,1314,WBGene00015793,180607
-0.9275,7.47,#858585,0.5668,1.0,klp-4,5148,WBGene00002217,180608
-0.5008,1.863,#858585,0.9008,1.0,fax-1,1582,WBGene00001400,180609
-1.901,5.738,#858585,0.009902,0.05302,rgl-1,3223,WBGene00017891,180611
1.617,4.618,#858585,0.05551,0.2057,F28B4.3,6747,WBGene00017892,180612
-2.197,10.19,#858585,0.01419,0.06961,irg-7,6797,WBGene00018237,180613
0.8586,5.078,#858585,0.7267,1.0,F40F4.7,1252,WBGene00018238,180614
-0.9605,4.366,#858585,0.5408,1.0,pqn-37,1880,WBGene00004124,185539
0.9062,3.35,#858585,0.6303,1.0,tba-9,1460,WBGene00006535,185538
0.2833,5.285,#858585,0.905,1.0,lbp-3,986,WBGene00002255,180615
2.408,7.525,#858585,0.01337,0.06683,lbp-1,653,WBGene00002253,180616
-0.2174,7.746,#858585,0.9483,1.0,lbp-2,759,WBGene00002254,180617
-1.788,1.512,#858585,0.02148,0.09625,sul-1,2357,WBGene00006308,180619
-0.9557,4.297,#858585,0.5637,1.0,K09C4.10,3326,WBGene00019554,180620
-0.332,2.118,#858585,0.9263,1.0,K09C4.5,1727,WBGene00019550,187195
0.1382,-0.1056,#858585,0.9589,1.0,hsp-2,838,WBGene00002006,NA
-2.172,0.897,#858585,0.01265,0.06406,K09C4.1,1815,WBGene00019547,180621
-1.779,5.301,#858585,0.01922,0.08833,ddr-2,2824,WBGene00017381,180622
-0.2345,6.451,#858585,0.9844,1.0,F11D5.1,2960,WBGene00017380,180623
0.1983,3.076,#858585,0.9682,1.0,ZK816.1,638,WBGene00022825,191429
-0.2466,2.853,#858585,0.9679,1.0,ZK563.2,1872,WBGene00022767,191351
-0.6426,4.187,#858585,0.8267,1.0,clc-3,861,WBGene00000524,180625
-0.3908,3.844,#858585,0.9805,1.0,sorf-1,1156,WBGene00022769,180626
-0.05387,1.967,#858585,0.9939,1.0,ZK563.7,1152,WBGene00044355,3565372
0.009918,2.721,#858585,0.9975,1.0,acp-1,1462,WBGene00022770,180627
-1.152,3.717,#858585,0.2555,0.6801,slcf-2,1976,WBGene00006865,192084
-0.4026,6.239,#858585,0.9803,1.0,unc-78,2108,WBGene00006810,180631
0.438,4.782,#858585,0.9733,1.0,ZK813.4,1075,WBGene00022823,180633
-0.1958,3.059,#858585,0.9943,1.0,ZK813.5,1511,WBGene00022824,259347
-1.705,7.01,#858585,0.08212,0.2835,sax-3,4456,WBGene00004729,180637
1.357,0.7608,#858585,0.2148,0.5977,C12D12.3,573,WBGene00015714,182545
-0.6984,6.883,#858585,0.835,1.0,glt-1,1854,WBGene00001620,180641
0.8872,3.394,#858585,0.6434,1.0,sox-4,1172,WBGene00015716,182547
0.2412,3.195,#858585,0.9906,1.0,npr-16,1417,WBGene00006864,180643
0.9017,1.666,#858585,0.6027,1.0,F56B6.6,498,WBGene00018937,186359
0.7783,6.968,#858585,0.785,1.0,gyg-1,1609,WBGene00006863,180644
-0.7432,5.702,#858585,0.8596,1.0,rgs-7,3585,WBGene00004350,180645
-1.43,5.126,#858585,0.1102,0.3576,ckc-1,1259,WBGene00000515,188971
-0.06576,3.102,#858585,0.9952,1.0,T27A10.2,925,WBGene00020844,180648
0.7983,4.377,#858585,0.7546,1.0,cgr-1,1317,WBGene00020847,180650
-0.5248,5.949,#858585,0.9649,1.0,C18B2.3,964,WBGene00015954,180651
1.135,6.688,#858585,0.3727,0.8862,C18B2.4,1117,WBGene00015955,180652
-0.3346,6.643,#858585,0.9711,1.0,C18B2.5,2313,WBGene00015956,180653
0.3411,2.954,#858585,0.9752,1.0,del-9,1844,WBGene00015957,182767
-0.734,2.528,#858585,0.792,1.0,C18B2.2,1735,WBGene00015953,182766
-1.625,2.087,#858585,0.04226,0.1637,C18B2.1,966,WBGene00015952,182765
-0.3328,3.635,#858585,0.9099,1.0,gst-11,800,WBGene00001759,187817
-0.4764,6.505,#858585,0.9297,1.0,R11G1.6,3062,WBGene00020012,180654
0.8277,6.54,#858585,0.6964,1.0,sax-1,1781,WBGene00004727,180655
1.334,3.369,#858585,0.102,0.3364,R11G1.2,639,WBGene00020011,187816
-0.2332,1.496,#858585,0.9415,1.0,R11G1.7,380,WBGene00044725,4363113
0.9807,2.806,#858585,0.5204,1.0,R11G1.1,5048,WBGene00020010,187815
0.8189,6.484,#858585,0.6763,1.0,snet-1,697,WBGene00015354,182125
-0.6655,1.747,#858585,0.7008,1.0,C02F12.5,691,WBGene00015355,180656
-0.3283,1.452,#858585,0.9371,1.0,ceh-63,689,WBGene00045215,6418830
0.7171,4.954,#858585,0.8504,1.0,tag-52,2211,WBGene00006431,180657
1.129,2.643,#858585,0.3971,0.9271,tsp-17,1374,WBGene00006643,192067
-0.2177,7.402,#858585,0.9352,1.0,tag-278,3706,WBGene00015356,180658
0.663,3.038,#858585,0.7687,1.0,C02F12.8,2256,WBGene00015357,180659
-0.6772,0.7016,#858585,0.777,1.0,C02F12.9,801,WBGene00015358,3565728
0.4956,5.746,#858585,0.9585,1.0,C01C4.3,2389,WBGene00015293,180660
-0.6111,6.123,#858585,0.8202,1.0,nlp-1,731,WBGene00003739,180661
1.5,2.815,#858585,0.08737,0.297,aex-4,956,WBGene00006454,188509
-1.664,5.47,#858585,0.01173,0.06021,tag-18,814,WBGene00006408,180662
1.748,0.06779,#858585,0.07842,0.2725,fkh-2,1266,WBGene00001434,180663
-2.597,0.008269,#858585,0.03434,0.1389,T14G12.12,630,WBGene00235110,24104897
-1.381,-0.04791,#858585,0.1959,0.5569,F47B7.3,633,WBGene00018534,185890
-1.245,0.8466,#858585,0.2935,0.752,F47B7.5,585,WBGene00018536,185892
-1.746,6.733,#858585,0.03271,0.1337,F47B7.2,2270,WBGene00018533,180664
-0.5246,6.587,#858585,0.94,1.0,F47B7.1,428,WBGene00018532,180666
-0.01085,0.4098,#858585,0.9976,1.0,F35A5.4,1712,WBGene00018026,185249
-0.2812,4.972,#858585,0.9901,1.0,F35A5.8,1793,WBGene00001335,180667
2.858,1.364,#858585,0.0204,0.09247,F35A5.2,527,WBGene00018025,185247
-0.7637,5.621,#858585,0.7138,1.0,F35A5.1,7154,WBGene00018024,259699
-0.8189,7.605,#858585,0.6883,1.0,fkh-9,2051,WBGene00001441,180670
-0.4802,5.408,#858585,0.8335,1.0,ttr-48,631,WBGene00022515,191072
-1.183,6.214,#858585,0.2503,0.6699,ceh-18,2613,WBGene00000441,180671
-1.173,4.613,#858585,0.2576,0.6837,F47F2.1,1972,WBGene00018569,180673
0.4918,5.708,#858585,0.9675,1.0,sup-12,1356,WBGene00006321,180674
0.3416,2.614,#858585,0.9359,1.0,T19D2.3,327,WBGene00020568,180676
0.1345,6.277,#858585,0.9966,1.0,T19D2.2,1566,WBGene00004184,180677
-0.2667,4.659,#858585,0.9942,1.0,lin-18,1938,WBGene00003007,180679
-0.1715,2.158,#858585,0.9865,1.0,C16B8.2,2339,WBGene00015822,180680
-1.035,5.987,#858585,0.4456,1.0,C16B8.3,602,WBGene00015823,180681
-1.103,4.175,#858585,0.3217,0.8018,C16B8.4,1738,WBGene00015824,180682
-0.1398,4.246,#858585,0.9975,1.0,R02E12.5,1138,WBGene00019829,187526
1.388,4.781,#858585,0.3056,0.7743,hrg-1,1415,WBGene00019830,180684
-0.02032,6.788,#858585,0.9994,1.0,mop-25.1,2418,WBGene00019827,180685
0.3709,4.564,#858585,0.9894,1.0,T06F4.1,1381,WBGene00020294,180686
0.1851,2.304,#858585,0.9918,1.0,clh-4,3374,WBGene00000531,180687
-1.687,4.795,#858585,0.02684,0.1147,R02E4.3,386,WBGene00044724,4363121
-0.4122,2.576,#858585,0.9071,1.0,R02E4.2,1158,WBGene00044021,3565414
0.8178,1.627,#858585,0.6642,1.0,F09F9.5,660,WBGene00045395,6418844
-1.743,4.052,#858585,0.02142,0.09605,F09F9.4,2640,WBGene00017309,180688
0.3831,6.816,#858585,0.9003,1.0,ZK470.2,1763,WBGene00022745,180689
-0.2987,6.303,#858585,0.9887,1.0,nck-1,1709,WBGene00006410,180690
-0.5646,0.9519,#858585,0.866,1.0,ZK470.1,543,WBGene00022744,191323
-1.221,3.252,#858585,0.2389,0.6479,ZK470.14,1183,WBGene00219362,13220194
-2.368,0.2172,#858585,0.02317,0.1022,ZK470.6,1146,WBGene00022747,191326
-0.4458,4.937,#858585,0.8385,1.0,mrp-6,4570,WBGene00003412,180691
-1.238,8.463,#858585,0.2083,0.5834,vha-12,1904,WBGene00006921,180692
0.2076,2.763,#858585,0.9857,1.0,F20B6.4,577,WBGene00017628,184713
-1.552,7.285,#858585,0.1035,0.3404,hpk-1,4127,WBGene00001994,180695
0.4835,3.834,#858585,0.8801,1.0,rab-37,1583,WBGene00004285,180696
1.396,7.526,#858585,0.1959,0.5569,F48D6.4,566,WBGene00018602,180697
2.077,1.761,#858585,0.01466,0.07143,hlh-13,630,WBGene00001957,185980
0.5805,1.663,#858585,0.8221,1.0,srv-5,1103,WBGene00005716,185979
-0.8283,2.687,#858585,0.7398,1.0,taf-11.1,1145,WBGene00006393,180698
-0.3279,0.8991,#858585,0.9378,1.0,srv-6,993,WBGene00005717,183713
-0.5757,6.236,#858585,0.9304,1.0,C52B9.4,1994,WBGene00016867,180699
-0.8304,0.7659,#858585,0.6532,1.0,C52B9.10,740,WBGene00016869,260086
-0.3029,3.028,#858585,0.956,1.0,twk-28,1704,WBGene00006680,183714
0.4025,5.082,#858585,0.9707,1.0,cka-2,1665,WBGene00000510,180703
0.7151,4.598,#858585,0.885,1.0,paf-2,1454,WBGene00003907,180704
-0.5211,6.263,#858585,0.7976,1.0,C52B9.8,5416,WBGene00016868,182830
0.3842,3.753,#858585,0.9733,1.0,pqn-15,3543,WBGene00004106,180705
0.4175,3.174,#858585,0.9018,1.0,dop-6,2049,WBGene00016037,180706
0.1,0.6058,#858585,0.9813,1.0,C24A8.6,864,WBGene00044004,4363124
-0.08616,4.236,#858585,0.9893,1.0,cst-2,1308,WBGene00016038,180707
0.06934,4.572,#858585,0.9956,1.0,cst-1,1694,WBGene00017472,180708
-0.6988,0.8609,#858585,0.7923,1.0,F14H12.2,936,WBGene00017470,184502
-0.657,6.101,#858585,0.8624,1.0,lst-2,2627,WBGene00003084,180712
-0.7001,6.846,#858585,0.8301,1.0,dpy-23,1967,WBGene00001082,180713
0.03519,2.105,#858585,0.9982,1.0,D1079.1,857,WBGene00017040,183926
-0.6472,5.146,#858585,0.8994,1.0,dop-1,1624,WBGene00001052,180714
0.8688,5.127,#858585,0.6768,1.0,F15A8.6,2007,WBGene00017478,180715
-3.484,-1.086,#858585,0.009847,0.05278,F15A8.1,372,WBGene00017476,184517
-0.2574,4.95,#858585,0.9639,1.0,aps-2,573,WBGene00000157,184091
0.4348,4.415,#858585,0.9563,1.0,atg-16.1,2003,WBGene00017178,180717
-0.4191,2.711,#858585,0.9708,1.0,nmur-3,1827,WBGene00017176,184090
-0.5721,8.369,#858585,0.8689,1.0,asb-2,1204,WBGene00000207,180718
0.794,6.519,#858585,0.6427,1.0,ncr-1,4779,WBGene00003561,180719
0.2161,0.7233,#858585,0.9313,1.0,F46H6.5,406,WBGene00023460,259702
-1.023,6.661,#858585,0.4626,1.0,dgk-2,2313,WBGene00000959,180720
0.3911,5.47,#858585,0.9853,1.0,rhi-1,790,WBGene00004356,180721
-0.9432,3.038,#858585,0.5525,1.0,spr-3,2505,WBGene00005008,180722
0.7416,6.431,#858585,0.8418,1.0,C07A12.7,1487,WBGene00015561,180723
-2.348,10.47,#858585,0.01043,0.05523,pdi-2,1898,WBGene00003963,180724
0.7257,5.601,#858585,0.8551,1.0,nhr-35,1935,WBGene00003628,180725
0.2036,4.972,#858585,0.9952,1.0,ham-2,1775,WBGene00001821,180727
-0.5734,2.958,#858585,0.8737,1.0,amt-1,1728,WBGene00000133,180729
0.2045,4.947,#858585,0.9965,1.0,C05E11.3,1359,WBGene00015494,180730
0.3489,5.131,#858585,0.9737,1.0,lnp-1,1285,WBGene00015492,180731
2.572,4.773,#858585,0.01298,0.06538,flp-12,1067,WBGene00001455,180732
-1.1,6.765,#858585,0.442,0.997,spat-3,7646,WBGene00020496,259704
-1.571,7.108,#858585,0.1944,0.5539,pqn-65,6766,WBGene00004148,180734
-0.1293,5.199,#858585,0.9948,1.0,C46C11.3,989,WBGene00016706,180735
0.8926,2.827,#858585,0.6126,1.0,C46C11.2,1551,WBGene00016705,180736
-1.016,5.431,#858585,0.4781,1.0,hosl-1,3318,WBGene00016704,180737
-0.2409,1.363,#858585,0.9805,1.0,ceh-1,576,WBGene00000428,191614
0.5293,6.431,#858585,0.9054,1.0,nhr-45,2043,WBGene00003635,180738
-0.706,4.072,#858585,0.8365,1.0,F16H11.1,1696,WBGene00017530,180739
-1.189,4.569,#858585,0.2781,0.7228,tmem-135,1525,WBGene00019345,180740
2.226,5.614,#858585,0.01344,0.06708,flp-11,733,WBGene00001454,180741
-1.264,6.028,#858585,0.1576,0.4735,hyl-2,1286,WBGene00002044,180743
1.813,3.591,#858585,0.147,0.4489,aqp-8,1135,WBGene00000176,180744
0.9515,4.117,#858585,0.5854,1.0,dhhc-10,1203,WBGene00019344,180745
0.6187,5.883,#858585,0.9367,1.0,dnj-14,1144,WBGene00001032,180746
-1.117,5.033,#858585,0.3482,0.8461,glit-1,2434,WBGene00018878,180747
-0.4409,8.833,#858585,0.9376,1.0,rpl-25.1,499,WBGene00004438,180748
1.279,2.646,#858585,0.2625,0.6938,F55D10.4,1269,WBGene00018879,186306
0.4343,2.638,#858585,0.9385,1.0,acc-3,1763,WBGene00018880,186307
-0.08147,1.302,#858585,0.9925,1.0,aman-1,3103,WBGene00018877,180749
-0.3688,4.817,#858585,0.9886,1.0,lon-2,1916,WBGene00003056,180750
-0.8952,2.065,#858585,0.6219,1.0,npr-1,1471,WBGene00003807,180752
1.515,5.423,#858585,0.05718,0.2107,F43C9.2,773,WBGene00018376,180753
-1.011,1.686,#858585,0.5128,1.0,F43C9.1,1315,WBGene00018375,180754
1.373,2.835,#858585,0.1684,0.4972,mig-13,1816,WBGene00003245,180755
-0.4835,4.902,#858585,0.9765,1.0,R08E3.3,1957,WBGene00019959,180757
-1.044,6.649,#858585,0.4325,0.9818,R08E3.1,6001,WBGene00019957,180758
-1.354,7.232,#858585,0.309,0.7795,F39C12.1,15444,WBGene00018193,180759
-1.76,5.349,#858585,0.01294,0.06525,add-1,2625,WBGene00000072,180760
1.32,1.344,#858585,0.1892,0.5427,arrd-23,1628,WBGene00020323,188239
-0.8559,3.655,#858585,0.6915,1.0,T07F12.2,1206,WBGene00020322,180762
0.01845,4.36,#858585,0.9988,1.0,T07F12.1,1282,WBGene00020321,188238
0.1345,5.232,#858585,0.9873,1.0,T07F12.4,1076,WBGene00020324,NA
-0.0187,4.342,#858585,0.9995,1.0,K05B2.2,1302,WBGene00019403,180764
-1.672,6.878,#858585,0.02154,0.09647,ifa-4,2035,WBGene00002052,180765
0.03116,6.388,#858585,0.9993,1.0,mct-4,3268,WBGene00003986,180766
-0.4593,3.601,#858585,0.9561,1.0,tyra-3,2051,WBGene00006475,187427
-0.9308,10.37,#858585,0.5623,1.0,act-4,1802,WBGene00000066,180767
-1.402,8.573,#858585,0.1663,0.4933,calu-1,1479,WBGene00019760,180769
-1.002,4.349,#858585,0.4979,1.0,ZC8.6,2142,WBGene00022501,180770
-1.932,8.972,#858585,0.03678,0.1465,lfi-1,8235,WBGene00022500,180771
0.8576,6.498,#858585,0.7167,1.0,set-30,1813,WBGene00022499,180772
3.069,-1.011,#858585,0.01198,0.06133,hsd-2,1169,WBGene00022498,191049
0.001624,0.7912,#858585,0.9996,1.0,ZC449.7,876,WBGene00045365,6418874
0.5654,5.594,#858585,0.8404,1.0,sek-3,1737,WBGene00022613,180773
0.7374,3.984,#858585,0.7362,1.0,ZC449.4,663,WBGene00022614,191172
-0.06015,5.785,#858585,0.999,1.0,ZC449.5,2034,WBGene00022615,180776
-2.005,2.32,#858585,0.02166,0.09688,C24H10.3,521,WBGene00016069,182857
-0.218,3.999,#858585,0.9947,1.0,C24H10.2,1394,WBGene00016068,182856
-0.7566,4.275,#858585,0.7191,1.0,C24H10.1,944,WBGene00016067,182855
-1.559,5.795,#858585,0.02511,0.1089,cal-5,1144,WBGene00006861,192083
0.472,4.085,#858585,0.9622,1.0,pnk-4,2524,WBGene00006862,180779
-0.7735,9.562,#858585,0.7072,1.0,apl-1,2741,WBGene00000149,180783
-0.7864,6.305,#858585,0.8053,1.0,tbc-7,2573,WBGene00016292,180784
-1.885,3.383,#858585,0.02514,0.109,C31H2.4,1172,WBGene00016294,183101
1.921,1.21,#858585,0.09139,0.3079,EGAP5.1,333,WBGene00017150,180786
-0.7045,5.304,#858585,0.8647,1.0,mans-3,2035,WBGene00020197,180787
1.486,3.0,#858585,0.06276,0.227,T03G11.3,1244,WBGene00020196,188032
-1.223,3.173,#858585,0.2164,0.601,T03G11.6,1213,WBGene00020199,188034
-0.3826,2.291,#858585,0.9079,1.0,T03G11.9,723,WBGene00044584,3896874
0.4044,6.321,#858585,0.8939,1.0,pqn-62,4424,WBGene00004145,180789
-1.264,4.983,#858585,0.2346,0.6404,H28G03.2,2856,WBGene00019250,180790
-0.6768,6.952,#858585,0.8478,1.0,H28G03.1,2221,WBGene00019249,180791
-1.268,5.228,#858585,0.3059,0.7747,mtm-5,5542,WBGene00003477,180792
-0.3084,4.868,#858585,0.9787,1.0,Y34B4A.7,1420,WBGene00021323,180793
-1.007,6.135,#858585,0.4968,1.0,Y34B4A.6,919,WBGene00021322,180795
-0.813,7.148,#858585,0.645,1.0,Y34B4A.9,786,WBGene00021325,180796
1.533,1.477,#858585,0.2777,0.7222,Y34B4A.5,827,WBGene00021321,180797
-1.191,5.822,#858585,0.3064,0.7757,Y34B4A.4,2887,WBGene00021320,180798
-0.9969,4.429,#858585,0.5039,1.0,rga-8,2376,WBGene00021324,180799
-0.1166,3.845,#858585,0.9972,1.0,hst-6,1315,WBGene00002031,189586
-0.2655,3.823,#858585,0.9927,1.0,Y34B4A.2,1239,WBGene00021319,189585
-0.7222,4.757,#858585,0.7926,1.0,vps-41,3093,WBGene00017974,180800
0.3993,5.902,#858585,0.9695,1.0,ags-3,2427,WBGene00000092,180801
0.8232,3.636,#858585,0.6995,1.0,ift-81,2042,WBGene00017973,185183
-0.2765,3.582,#858585,0.9778,1.0,sto-2,1572,WBGene00006064,180802
-0.5042,5.439,#858585,0.8902,1.0,C26B9.5,1705,WBGene00016134,180803
1.543,4.711,#858585,0.02049,0.09278,C26B9.6,1066,WBGene00016135,182932
-2.142,0.3108,#858585,0.07042,0.25,C26B9.7,441,WBGene00016136,180805
-0.4184,4.482,#858585,0.9776,1.0,C26B9.1,1761,WBGene00016131,180807
0.0319,4.833,#858585,0.9995,1.0,syx-3,1347,WBGene00006371,3565871
-0.2671,5.951,#858585,0.9881,1.0,pfn-2,916,WBGene00003990,180808
-0.7119,4.376,#858585,0.8664,1.0,chtl-1,2769,WBGene00018037,180809
2.143,3.857,#858585,0.0416,0.1619,F35C8.5,956,WBGene00018036,185268
-0.07252,3.388,#858585,0.9967,1.0,jkk-1,1754,WBGene00002177,180810
0.4801,1.239,#858585,0.8979,1.0,F35C8.9,979,WBGene00077784,NA
0.3104,2.678,#858585,0.9521,1.0,sek-4,1170,WBGene00018035,180811
-0.5036,3.729,#858585,0.9606,1.0,kcnl-3,2199,WBGene00015387,182164
0.6761,0.1481,#858585,0.777,1.0,C03F11.2,1386,WBGene00015388,182165
-0.1185,5.603,#858585,0.9869,1.0,scav-1,1834,WBGene00015389,180812
-0.4695,3.539,#858585,0.9742,1.0,C03F11.4,1636,WBGene00015390,180813
-0.7946,3.355,#858585,0.7727,1.0,C41A3.2,2597,WBGene00016559,180814
1.656,2.405,#858585,0.1821,0.5267,pks-1,23299,WBGene00016558,180815
-1.198,3.575,#858585,0.2771,0.7211,C25F6.7,1420,WBGene00016106,180816
-1.448,4.293,#858585,0.05797,0.2132,ddr-1,2548,WBGene00016104,180817
-0.9935,6.736,#858585,0.5104,1.0,dpyd-1,3346,WBGene00016103,180818
-0.5927,8.818,#858585,0.7505,1.0,dlg-1,4045,WBGene00001006,180819
0.1833,3.552,#858585,0.9857,1.0,C25F6.1,971,WBGene00016102,180820
-1.232,6.406,#858585,0.295,0.7547,T23F2.2,5388,WBGene00020735,180822
1.849,4.21,#858585,0.009496,0.05136,T23F2.3,285,WBGene00020736,188805
0.3746,4.623,#858585,0.9837,1.0,T23F2.5,410,WBGene00020738,180823
0.3888,6.269,#858585,0.9842,1.0,mboa-3,1759,WBGene00016934,180824
-0.1336,3.443,#858585,0.9911,1.0,lgx-1,6344,WBGene00002983,180825
1.222,0.005481,#858585,0.3622,0.869,C54G7.1,783,WBGene00016933,183816
0.5197,4.2,#858585,0.8538,1.0,ifta-1,3804,WBGene00016935,183817
1.387,0.5502,#858585,0.2305,0.6318,C38C5.1,747,WBGene00016518,183305
-1.072,5.802,#858585,0.3856,0.9074,mec-2,2539,WBGene00003166,180826
-0.892,7.102,#858585,0.6402,1.0,unc-97,1527,WBGene00006826,180827
