,logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id,cellTypes
9879,1.356,6.116,#858585,0.1583,0.475,F53F8.4,957,WBGene00010001,186181.0,
9880,-0.822,2.831,#858585,0.686,1.0,F53F8.7,219,WBGene00077786,7040165.0,
9881,-0.9285,4.345,#858585,0.5914,1.0,F53F8.5,1337,WBGene00010002,186182.0,
9882,0.8633,1.525,#858585,0.602,1.0,F53F8.6,339,WBGene00010003,3565258.0,
9883,1.676,6.302,#858585,0.0249,0.1082,Y44A6C.1,1272,WBGene00012850,189898.0,
9884,0.554,5.162,#858585,0.7897,1.0,ipla-3,3339,WBGene00012319,180354.0,
9885,-0.8946,5.899,#858585,0.6356,1.0,dnj-25,2743,WBGene00001043,180356.0,
9886,-1.773,1.041,#858585,0.02833,0.1197,srxa-6,987,WBGene00012321,189273.0,"['ASIL', 'ASIR', 'PHBL', 'and PHBR']"
9887,-0.1783,5.893,#858585,0.9532,1.0,pha-4,2327,WBGene00004013,180357.0,"['several structures', 'including arcade cell', 'enteric muscle', 'gonad', 'pharynx', 'and rectum']"
9888,0.39,4.576,#858585,0.9506,1.0,elp-1,2832,WBGene00001248,180358.0,"['several structures', 'including hypodermal cell', 'intestine', 'mechanosensory neurons', 'spermatheca', 'and vulval muscle']"
9889,0.1613,2.785,#858585,0.9717,1.0,F38A6.5,663,WBGene00086569,7040128.0,
9890,-0.7885,8.802,#858585,0.7291,1.0,hif-1,2953,WBGene00001851,180359.0,
9891,-0.324,6.713,#858585,0.9353,1.0,Y44A6D.2,612,WBGene00012853,180360.0,
9892,0.6803,5.197,#858585,0.8191,1.0,Y44A6D.3,969,WBGene00012854,189900.0,['body wall musculature']
9893,2.712,0.0725,#858585,0.01241,0.06302,sdf-9,1333,WBGene00004748,189901.0,"['XXXL', 'XXXR', 'and head']"
9894,2.621,0.04188,#858585,0.0212,0.09529,Y44A6D.7,368,WBGene00077681,6418804.0,
9895,-0.8047,6.23,#858585,0.7805,1.0,T03D8.6,2252,WBGene00011393,180364.0,
9896,1.915,3.327,#858585,0.02873,0.1209,gcy-22,3216,WBGene00001547,180365.0,['ASER']
9897,1.004,1.515,#858585,0.5059,1.0,grl-14,1518,WBGene00001723,188013.0,['anterior arcade cell']
9898,0.6414,8.884,#858585,0.8244,1.0,sbt-1,849,WBGene00011392,180366.0,"['neurons', 'pharynx']"
9899,-0.2383,5.553,#858585,0.9798,1.0,num-1,3115,WBGene00003830,180367.0,"['several structures', 'including alimentary muscle', 'hermaphrodite gonad', 'nerve ring', 'pseudocoelom', 'and rectal valve cell']"
9900,-0.3217,4.549,#858585,0.9222,1.0,mrps-12,542,WBGene00011391,180368.0,
9901,0.794,5.473,#858585,0.8062,1.0,exos-7,1047,WBGene00009289,180369.0,['motor neurons']
9902,-0.4887,6.73,#858585,0.9476,1.0,F31D4.2,1940,WBGene00009290,180370.0,
9903,0.5177,7.334,#858585,0.9277,1.0,fkb-6,1523,WBGene00001431,180371.0,"['dorsal nerve cord', 'intestine', 'and ventral nerve cord']"
9904,0.7707,5.307,#858585,0.7994,1.0,clec-264,1207,WBGene00009291,185147.0,
9905,0.3366,5.273,#858585,0.9135,1.0,F31D4.9,389,WBGene00009294,180372.0,
9906,0.3946,2.392,#858585,0.9635,1.0,F31D4.5,1713,WBGene00009292,180373.0,
9907,-0.267,1.862,#858585,0.9777,1.0,twk-35,1686,WBGene00006687,185149.0,
9908,2.3,2.687,#858585,0.01669,0.07899,F31D4.8,753,WBGene00009293,185150.0,
9909,-0.8653,7.828,#858585,0.5937,1.0,unc-80,9960,WBGene00006812,180374.0,"['cholinergic neurons', 'excretory canal', 'hermaphrodite distal tip cell', 'non-striated muscle', 'and somatic nervous system']"
9910,0.9746,2.869,#858585,0.5323,1.0,amx-3,1495,WBGene00000139,184919.0,
9911,0.7629,5.534,#858585,0.8399,1.0,acs-12,1951,WBGene00009106,180375.0,
9912,-1.421,4.781,#858585,0.05963,0.2178,pbo-5,1715,WBGene00012857,189903.0,"['RIFL', 'RIFR', 'RIS', 'and body wall musculature']"
9913,-0.9745,0.4874,#858585,0.5273,1.0,CE7X_3.2,794,WBGene00008350,,
9914,0.7819,1.163,#858585,0.6472,1.0,Y35H6.3,3131,WBGene00021342,,
9915,-0.1588,1.387,#858585,0.9456,1.0,Y73B3A.1,2134,WBGene00022203,180384.0,
9916,-0.3973,2.275,#858585,0.9643,1.0,Y73B3A.20,624,WBGene00022221,3564958.0,
9917,-1.397,5.83,#858585,0.07656,0.2678,Y73B3A.18,1673,WBGene00022219,190636.0,
9918,1.133,1.537,#858585,0.4372,0.989,Y73B3A.2,1476,WBGene00022204,,
9919,-1.042,1.303,#858585,0.4728,1.0,Y73B3A.17,3948,WBGene00023191,,
9920,-0.2185,3.482,#858585,0.9628,1.0,Y73B3A.3,3548,WBGene00022205,,
9921,0.1645,2.675,#858585,0.9829,1.0,Y73B3A.4,2108,WBGene00022206,190622.0,
9922,-0.002312,1.011,#858585,0.9996,1.0,cal-6,463,WBGene00022214,,
9923,-0.7671,4.91,#858585,0.6702,1.0,Y73B3A.9,2970,WBGene00022211,,
9924,-0.1238,0.767,#858585,0.9649,1.0,T08D2.9,633,WBGene00044700,,
9925,-0.1128,2.122,#858585,0.9844,1.0,T08D2.1,504,WBGene00011606,188279.0,
9926,1.217,2.82,#858585,0.3345,0.8248,T08D2.2,1244,WBGene00011607,,
9927,1.118,4.393,#858585,0.4425,0.9979,T08D2.3,3415,WBGene00011608,,
9928,0.7531,1.476,#858585,0.7119,1.0,T08D2.6,739,WBGene00011611,188284.0,
9929,-0.7692,3.026,#858585,0.6825,1.0,T08D2.8,1738,WBGene00011613,353486.0,
9930,-0.2154,4.042,#858585,0.9725,1.0,Y73B3B.5,1725,WBGene00022227,,
9931,-0.9131,0.2382,#858585,0.5798,1.0,AC8.10,1320,WBGene00043988,3565040.0,
9932,-0.9985,5.847,#858585,0.5023,1.0,gcp-2.1,2403,WBGene00020082,180386.0,
9933,1.347,0.3664,#858585,0.3121,0.7848,M02E1.3,521,WBGene00023458,259694.0,
9934,-0.5089,6.065,#858585,0.8419,1.0,M02E1.1,3585,WBGene00019733,180389.0,
9935,-0.92,3.812,#858585,0.5905,1.0,C04E7.3,1557,WBGene00015430,259695.0,
9936,-0.6782,4.752,#858585,0.8714,1.0,sor-3,1815,WBGene00015429,180391.0,
9937,-0.8969,5.981,#858585,0.5804,1.0,nrde-3,3442,WBGene00019862,180392.0,"['AWCL', 'AWCR']"
9938,-0.6314,5.286,#858585,0.9003,1.0,R04A9.3,1200,WBGene00019863,187563.0,
9939,-1.031,5.921,#858585,0.4673,1.0,ife-2,882,WBGene00002060,180393.0,"['several structures', 'including excretory canal', 'germ line', 'pharynx', 'spermatheca', 'and vulva']"
9940,-0.6298,4.037,#858585,0.9286,1.0,ceh-93,1673,WBGene00019864,180394.0,['seam cell']
9941,1.244,1.407,#858585,0.2431,0.6562,R04A9.6,1402,WBGene00019865,180395.0,
9942,1.606,1.869,#858585,0.1239,0.3923,ZK1193.2,6831,WBGene00022858,180396.0,
9943,-1.171,6.237,#858585,0.259,0.6865,dve-1,2751,WBGene00022861,180398.0,"['several structures', 'including amphid neurons', 'rectum', 'somatic nervous system', 'tail', 'and vulva']"
9944,0.8169,1.844,#858585,0.6437,1.0,F52D1.2,654,WBGene00018683,186101.0,
9945,-0.7076,3.086,#858585,0.8328,1.0,F38G1.3,878,WBGene00044556,3896897.0,
9946,0.152,3.199,#858585,0.9763,1.0,che-2,2427,WBGene00000484,180401.0,['neurons']
9947,0.9192,0.3388,#858585,0.563,1.0,egl-17,815,WBGene00001185,180402.0,"['several structures', 'including M4 neuron', 'dorsal uterine cell', 'hyp5', 'male-specific anatomical entity', 'and vulval cell']"
9948,-0.4818,4.44,#858585,0.9089,1.0,B0310.1,1369,WBGene00015137,181922.0,
9949,-1.171,2.449,#858585,0.3186,0.7965,B0310.2,1573,WBGene00015138,180403.0,
9950,1.553,1.991,#858585,0.05694,0.2101,B0310.3,1631,WBGene00015139,181923.0,
9951,0.3583,5.684,#858585,0.975,1.0,ugt-46,1891,WBGene00015141,180404.0,
9952,1.38,4.947,#858585,0.2965,0.7575,F28C10.3,1582,WBGene00017898,180405.0,
9953,0.6325,2.134,#858585,0.8489,1.0,F57C12.2,902,WBGene00019014,180406.0,
9954,-2.075,-0.5955,#858585,0.05306,0.1979,hlh-19,529,WBGene00001962,186449.0,
9955,1.437,7.889,#858585,0.2761,0.7192,mrp-2,4744,WBGene00003408,180408.0,
9956,-0.8667,8.086,#858585,0.6177,1.0,mrp-1,5311,WBGene00003407,180409.0,"['several structures', 'including intestine', 'pharyngeal-intestinal valve', 'pharynx', 'rectal valve cell', 'and vulval cell']"
9957,-0.3092,6.806,#858585,0.9719,1.0,F13C5.2,1647,WBGene00017423,180410.0,
9958,2.221,0.7995,#858585,0.0179,0.08338,F13C5.3,1436,WBGene00017424,184411.0,
9959,1.21,6.042,#858585,0.2196,0.6083,unc-96,1686,WBGene00006825,180413.0,"['anal depressor muscle', 'body wall musculature', 'and pharyngeal muscle cell']"
9960,2.413,0.5316,#858585,0.04672,0.1777,M6.4,926,WBGene00019776,187455.0,
9961,-0.7722,7.913,#858585,0.7869,1.0,ifc-2,4885,WBGene00002056,180414.0,"['hypodermis', 'intestinal cell', 'and pharynx']"
9962,-0.7333,4.552,#858585,0.866,1.0,rund-1,1817,WBGene00020572,180416.0,['uterus']
9963,-0.06883,3.04,#858585,0.9845,1.0,T19D7.5,615,WBGene00020573,188605.0,
9964,0.2813,1.838,#858585,0.9107,1.0,T19D7.6,661,WBGene00020574,188606.0,
9965,-0.3654,2.595,#858585,0.9112,1.0,lgc-32,1245,WBGene00020569,188603.0,
9966,1.944,1.022,#858585,0.02166,0.09688,T19D7.7,1491,WBGene00020575,24104907.0,
9967,0.6119,3.807,#858585,0.9039,1.0,Y9C12A.1,790,WBGene00021185,189424.0,
9968,0.6029,6.903,#858585,0.8881,1.0,ncam-1,3479,WBGene00017184,180418.0,"['several structures', 'including GLR', 'PVC', 'cholinergic neurons', 'lateral ganglion', 'and pharyngeal neurons']"
9969,0.6281,2.484,#858585,0.881,1.0,irk-2,2223,WBGene00002150,191695.0,
9970,-0.02193,5.967,#858585,0.9959,1.0,sli-1,2212,WBGene00004829,180419.0,"['several structures', 'including anal depressor muscle', 'body wall musculature', 'distal tip cell', 'head', 'and intestine']"
9971,0.6888,1.443,#858585,0.7914,1.0,npr-19,1435,WBGene00015364,182130.0,
9972,-0.9565,5.931,#858585,0.5395,1.0,aex-3,4822,WBGene00000086,180420.0,['neurons']
9973,-0.1274,3.465,#858585,0.9843,1.0,dyf-11,1671,WBGene00001127,180421.0,"['ciliated neurons', 'sensory neurons']"
9974,-1.119,5.959,#858585,0.3103,0.7818,ile-2,1324,WBGene00002071,180423.0,
9975,-1.315,2.331,#858585,0.1422,0.4373,nas-15,2008,WBGene00003534,180426.0,"['marginal cell', 'pm3', 'pm4', 'pm5', 'and pm6']"
9976,-1.008,4.469,#858585,0.493,1.0,attf-5,5200,WBGene00020214,3565014.0,
9977,-0.1231,2.942,#858585,0.989,1.0,gtr-1,1098,WBGene00017779,180427.0,"['neurons', 'ventral nerve cord']"
9978,1.376,3.875,#858585,0.2385,0.6472,F25E2.3,1127,WBGene00017781,180429.0,
9979,0.02098,4.693,#858585,0.9995,1.0,ifd-2,1515,WBGene00002058,180430.0,
9980,-0.2843,6.203,#858585,0.9697,1.0,daf-3,3167,WBGene00000899,180431.0,"['several structures', 'including P1', 'P2', 'hermaphrodite distal tip cell', 'hypodermal cell', 'and neurons']"
9981,0.2203,3.052,#858585,0.986,1.0,F39H12.2,1526,WBGene00018213,185504.0,
9982,-1.464,3.302,#858585,0.0575,0.2118,F39H12.1,1391,WBGene00018212,180432.0,
9983,-0.229,5.43,#858585,0.9455,1.0,F39H12.3,798,WBGene00018214,185505.0,
9984,-0.5466,3.986,#858585,0.9014,1.0,F56F10.2,1162,WBGene00018985,186404.0,
9985,1.03,5.094,#858585,0.4786,1.0,cdo-1,1065,WBGene00018986,180434.0,['tail']
9986,-0.512,5.697,#858585,0.7943,1.0,lgl-1,3069,WBGene00018987,180435.0,"['epithelial cell', 'intestine', 'spermathecal cell', 'and vulval cell']"
9987,-0.02369,5.665,#858585,0.9987,1.0,F56F10.1,1790,WBGene00018984,24104657.0,
9988,0.2271,4.694,#858585,0.9936,1.0,ZC13.1,1522,WBGene00022502,180437.0,
9989,-0.8786,3.876,#858585,0.6643,1.0,ZC13.2,1507,WBGene00022503,180438.0,
9990,1.734,0.7073,#858585,0.1284,0.4031,ZC13.10,936,WBGene00044557,3896888.0,
9991,0.4451,3.202,#858585,0.8837,1.0,F35H12.6,610,WBGene00018078,266942.0,
9992,-0.7325,4.597,#858585,0.7662,1.0,sel-12,1466,WBGene00004769,180441.0,
9993,-0.2932,3.129,#858585,0.9856,1.0,F35H12.5,1390,WBGene00018077,180442.0,
9994,-1.373,4.092,#858585,0.1208,0.3845,pifk-1,2110,WBGene00018076,180443.0,"['head', 'tail']"
9995,-1.029,5.385,#858585,0.4591,1.0,tbc-11,2937,WBGene00018075,180444.0,
9996,-0.311,3.744,#858585,0.9852,1.0,F35H12.1,1480,WBGene00018074,185333.0,
9997,-1.427,3.749,#858585,0.1569,0.4717,F53H8.3,1850,WBGene00018779,186195.0,"['several structures', 'including Ealaa', 'Ealp', 'Earaa', 'Earp', 'and intestinal cell']"
9998,-0.9103,4.074,#858585,0.6501,1.0,sms-2,1450,WBGene00004893,180445.0,
9999,0.0694,5.249,#858585,0.9979,1.0,arr-1,1530,WBGene00000195,180446.0,"['HSN', 'amphid neurons', 'somatic nervous system', 'and tail']"
10000,-1.073,5.058,#858585,0.3723,0.886,apm-3,1549,WBGene00000164,186194.0,"['muscle cell', 'pharynx', 'spermatheca', 'and vulva']"
10001,-0.8092,4.998,#858585,0.7903,1.0,chil-10,1250,WBGene00016642,180447.0,['head']
10002,0.269,2.675,#858585,0.9287,1.0,ncs-1,668,WBGene00003563,180448.0,"['head neurons', 'pm1', 'and tail neurons']"
10003,3.282,2.097,#858585,0.009435,0.05117,C44C1.6,538,WBGene00016645,259696.0,
10004,-1.199,4.65,#858585,0.2468,0.6637,vps-45,1849,WBGene00016643,180449.0,"['several structures', 'including coelomocyte', 'head', 'hypodermis', 'intestine', 'and muscle cell']"
10005,-1.96,3.283,#858585,0.05468,0.2029,abhd-3.2,1790,WBGene00016644,180450.0,
10006,-1.258,6.284,#858585,0.2903,0.7456,dgk-1,3076,WBGene00000958,180452.0,"['excretory canal', 'neurons', 'and ventral cord neurons']"
10007,-1.336,3.265,#858585,0.1327,0.4142,cutl-21,2003,WBGene00018861,180453.0,
10008,2.434,1.513,#858585,0.009991,0.05338,rncs-1,802,WBGene00023069,,"['hypodermal cell', 'vulva']"
10009,-1.121,5.672,#858585,0.3007,0.7644,nlf-1,1641,WBGene00018854,180454.0,['nervous system']
10010,0.7374,0.4663,#858585,0.7324,1.0,F55A4.3,213,WBGene00018855,186273.0,"['amphid neurons', 'phasmid neurons']"
10011,1.485,1.917,#858585,0.08854,0.2998,F55A4.4,579,WBGene00018856,,
10012,-0.9845,5.178,#858585,0.5176,1.0,stau-1,2682,WBGene00018857,180455.0,
10013,-0.2919,4.728,#858585,0.9876,1.0,sec-22,793,WBGene00018853,180456.0,"['somatic cell', 'tail']"
10014,1.206,4.399,#858585,0.2711,0.7091,vpat-1,2482,WBGene00018860,180457.0,
10015,-0.1576,4.849,#858585,0.9922,1.0,ncs-3,887,WBGene00003565,186953.0,
10016,-0.2244,6.658,#858585,0.981,1.0,unc-1,1218,WBGene00006741,180458.0,"['several structures', 'including enteric muscle', 'ganglia', 'head neurons', 'somatic nervous system', 'and vulval muscle']"
10017,0.04426,1.571,#858585,0.995,1.0,mksr-1,690,WBGene00019364,186954.0,"['amphid neurons', 'ciliated neurons', 'and sensory neurons']"
10018,-0.574,2.17,#858585,0.8609,1.0,lim-6,1471,WBGene00002988,180459.0,"['several structures', 'including amphid neurons', 'excretory system', 'hermaphrodite gonad', 'nerve ring neurons', 'and ventral nerve cord']"
10019,1.096,5.26,#858585,0.3377,0.8294,pfn-3,509,WBGene00003991,180460.0,['body wall musculature']
10020,-0.1746,6.405,#858585,0.9947,1.0,rei-2,1674,WBGene00019365,180461.0,
10021,-0.05407,3.877,#858585,0.9941,1.0,F49E7.2,748,WBGene00018634,180462.0,
10022,-1.064,4.905,#858585,0.4524,1.0,rme-6,3499,WBGene00004377,180463.0,"['several structures', 'including anterior gonad arm', 'coelomocyte', 'intestine', 'oocyte', 'and pharynx']"
10023,-0.5387,4.084,#858585,0.9233,1.0,ife-4,846,WBGene00002062,180464.0,"['several structures', 'including HSN', 'pharyngeal cell', 'somatic cell', 'somatic gonad precursor', 'and somatic nervous system']"
10024,0.5451,0.3672,#858585,0.8575,1.0,C05D9.4,662,WBGene00015473,182255.0,
10025,-0.8111,5.758,#858585,0.7929,1.0,C05D9.3,1619,WBGene00015472,182254.0,
10026,-0.1689,4.697,#858585,0.9962,1.0,C05D9.7,913,WBGene00015474,180465.0,
10027,1.144,4.502,#858585,0.3102,0.7816,lmp-2,1503,WBGene00015471,180467.0,
10028,-0.432,5.267,#858585,0.9394,1.0,snx-1,1749,WBGene00004927,180468.0,"['body wall musculature', 'gonadal sheath cell', 'head', 'hypodermis', 'and tail']"
10029,1.898,2.566,#858585,0.08317,0.2863,R193.2,5916,WBGene00020128,182256.0,
10030,-1.053,5.616,#858585,0.459,1.0,tmc-1,4365,WBGene00020490,188483.0,"['body wall musculature', 'neurons']"
10031,-0.3201,3.48,#858585,0.9624,1.0,hot-8,889,WBGene00020489,180470.0,
10032,-0.6715,3.293,#858585,0.8967,1.0,T13G4.4,1008,WBGene00020491,188484.0,
10033,-1.366,4.073,#858585,0.1822,0.5267,C46H3.2,2984,WBGene00016725,3564865.0,
10034,1.465,1.805,#858585,0.1157,0.3717,C25G6.3,1749,WBGene00016108,182919.0,
10035,-0.4637,4.862,#858585,0.9377,1.0,tsp-9,1137,WBGene00006635,180472.0,
10036,-1.4,2.301,#858585,0.1153,0.3707,npr-11,1223,WBGene00016110,182921.0,"['AIAL', 'AIAR', 'AIYL', 'AIYR', 'and neurons']"
10037,0.7087,1.986,#858585,0.7849,1.0,C52B11.5,1089,WBGene00016874,183717.0,
10038,0.7053,2.012,#858585,0.8238,1.0,dop-4,1719,WBGene00016872,183715.0,"['intestine', 'neurons', 'rectum', 'and vulva']"
10039,-0.3379,4.958,#858585,0.9849,1.0,inso-1,1473,WBGene00016871,180473.0,
10040,-0.804,4.65,#858585,0.7315,1.0,pdk-1,2413,WBGene00003965,180475.0,"['several structures', 'including gonad', 'intestine', 'neurons', 'pharynx', 'and ventral nerve cord']"
10041,-0.949,3.045,#858585,0.5598,1.0,fbxa-190,1467,WBGene00018939,186361.0,
10042,0.6842,1.184,#858585,0.7168,1.0,F56C3.9,746,WBGene00018946,186367.0,
10043,0.6241,2.057,#858585,0.8758,1.0,ZK402.3,396,WBGene00022730,191313.0,
10044,1.129,0.2256,#858585,0.3705,0.8837,F19G12.4,174,WBGene00017612,184694.0,
10045,1.128,1.633,#858585,0.4329,0.982,F19G12.9,410,WBGene00195185,13219280.0,
10046,-0.5373,2.981,#858585,0.8853,1.0,F19G12.10,886,WBGene00195186,,
10047,1.214,3.686,#858585,0.2612,0.6909,sedl-1,540,WBGene00021046,180478.0,
10048,0.5069,5.681,#858585,0.846,1.0,zfp-3,4387,WBGene00021047,180479.0,
10049,1.129,4.341,#858585,0.3607,0.8663,W05H7.1,679,WBGene00021044,180482.0,
10050,1.523,6.736,#858585,0.2675,0.7028,cebp-1,1208,WBGene00016997,180481.0,"['hypodermis', 'intestine', 'muscle cell', 'neurons', 'and pharynx']"
10051,0.2629,4.32,#858585,0.962,1.0,D1005.2,1568,WBGene00016996,180484.0,
10052,-0.532,2.596,#858585,0.8808,1.0,D1005.6,374,WBGene00017000,183884.0,
10053,-1.084,6.809,#858585,0.4451,1.0,acly-1,3662,WBGene00016995,180485.0,
10054,-0.6931,4.732,#858585,0.7658,1.0,dhs-25,1046,WBGene00000988,180486.0,
10055,1.554,-0.1108,#858585,0.111,0.3595,F09E10.5,954,WBGene00017295,184248.0,
10056,1.638,-0.2213,#858585,0.1146,0.3689,F09E10.6,540,WBGene00017296,180487.0,['head']
10057,-0.9554,6.33,#858585,0.5384,1.0,toca-1,2460,WBGene00017298,180492.0,"['anchor cell', 'vulF']"
10058,-1.895,5.875,#858585,0.06237,0.2261,K06A9.1,7142,WBGene00019435,180494.0,
10059,-1.913,5.043,#858585,0.04932,0.1862,H02F09.3,3828,WBGene00019146,186667.0,
10060,-1.848,0.4231,#858585,0.08034,0.278,H02F09.2,528,WBGene00019145,186666.0,
10061,-2.143,6.297,#858585,0.03619,0.1444,H11E01.3,5134,WBGene00019188,180495.0,
10062,-0.04539,2.145,#858585,0.9968,1.0,H11E01.2,1414,WBGene00019187,186721.0,
10063,1.86,-0.02233,#858585,0.03366,0.1367,ZK380.5,411,WBGene00044559,3896895.0,
10064,-1.877,0.8472,#858585,0.0561,0.2075,fbxa-52,876,WBGene00017225,184153.0,
10065,1.421,2.274,#858585,0.1649,0.4903,fbxa-53,1009,WBGene00017226,184154.0,
10066,0.3719,0.1146,#858585,0.9276,1.0,linc-64,340,WBGene00219769,,
10067,-0.5419,0.5744,#858585,0.8218,1.0,arg-1,1147,WBGene00000185,180501.0,"['several structures', 'including head mesodermal cell', 'male distal tip cell', 'non-striated muscle', 'somatic gonad precursor', 'and tail']"
10068,-0.224,4.11,#858585,0.978,1.0,T26C11.4,2001,WBGene00020830,180502.0,
10069,-0.4143,3.549,#858585,0.9785,1.0,ceh-41,1386,WBGene00000462,180503.0,"['body wall musculature', 'dorsal nerve cord', 'head muscle', 'head neurons', 'and ventral nerve cord']"
10070,-0.6207,3.245,#858585,0.813,1.0,ceh-21,2744,WBGene00000444,180504.0,
10071,0.4044,1.233,#858585,0.9211,1.0,T26C11.9,910,WBGene00194679,13219386.0,
10072,-0.6297,2.77,#858585,0.8309,1.0,ceh-39,1851,WBGene00000460,180505.0,"['body wall musculature', 'germ line', 'gonad', 'neurons', 'and ventral nerve cord']"
10073,1.582,2.661,#858585,0.06659,0.2385,B0294.1,627,WBGene00015117,181908.0,
10074,-1.411,2.528,#858585,0.1082,0.3526,F52D2.7,1635,WBGene00018689,180508.0,"['Z1', 'Z4']"
10075,-0.9391,3.218,#858585,0.5512,1.0,F52D2.12,2424,WBGene00219451,13219436.0,
10076,-0.2301,2.016,#858585,0.9325,1.0,meg-3,2815,WBGene00001569,180510.0,"['several structures', 'including germ cell', 'oocyte']"
10077,0.42,0.855,#858585,0.9326,1.0,Y40A1A.3,940,WBGene00021485,180511.0,
10078,1.304,4.592,#858585,0.247,0.6637,Y102A11A.9,1827,WBGene00022419,180513.0,
10079,-0.5159,6.467,#858585,0.9521,1.0,Y102A11A.3,5136,WBGene00022413,180514.0,
10080,-0.3364,4.671,#858585,0.9895,1.0,Y102A11A.2,2360,WBGene00022412,180515.0,"['head', 'tail']"
10081,0.4655,2.024,#858585,0.8343,1.0,Y102A11A.6,995,WBGene00022416,180517.0,
10082,1.419,0.9166,#858585,0.2338,0.6392,Y102A11A.7,823,WBGene00022417,190859.0,
10083,1.733,2.849,#858585,0.03362,0.1366,igcm-4,2115,WBGene00022418,180518.0,
10084,-1.31,1.547,#858585,0.2442,0.6584,Y102A11A.1,943,WBGene00022411,190857.0,
10085,1.394,6.527,#858585,0.1675,0.4952,acl-4,2322,WBGene00018657,180519.0,
10086,0.4659,2.394,#858585,0.8651,1.0,F49H12.4,478,WBGene00018655,186082.0,"['AQR', 'PVDL', 'PVDR', 'head neurons', 'and tail neurons']"
10087,0.5488,2.438,#858585,0.8203,1.0,F49H12.3,503,WBGene00018654,180521.0,
10088,-0.6239,5.498,#858585,0.857,1.0,lsy-2,1774,WBGene00003087,180522.0,"['several structures', 'including ASE', 'head muscle', 'head neurons', 'intestine', 'and somatic nervous system']"
10089,0.3571,2.405,#858585,0.8988,1.0,F53B1.3,465,WBGene00018736,186148.0,
10090,-0.8544,3.884,#858585,0.7317,1.0,F53B1.2,1736,WBGene00018735,180524.0,
10091,-0.01057,0.05797,#858585,0.998,1.0,gpa-5,1158,WBGene00001667,180527.0,['amphid neurons']
10092,-0.8513,5.963,#858585,0.651,1.0,F53B1.8,3180,WBGene00018739,180528.0,
10093,1.378,2.637,#858585,0.1743,0.5106,npax-2,702,WBGene00018591,185967.0,"['head neurons', 'hypodermis', 'and vulF']"
10094,1.144,5.349,#858585,0.3892,0.9138,nlp-37,572,WBGene00018590,185966.0,"['arcade cell', 'neurons', 'and rectum']"
10095,-0.2009,4.089,#858585,0.9827,1.0,F48B9.8,953,WBGene00018593,185970.0,
10096,-1.548,3.996,#858585,0.07666,0.268,F48B9.1,1483,WBGene00018587,185963.0,
10097,-1.602,5.586,#858585,0.04441,0.1707,gap-1,1890,WBGene00001515,180530.0,
10098,-1.281,3.955,#858585,0.1508,0.458,T24C12.3,2157,WBGene00020765,180531.0,
10099,1.44,1.695,#858585,0.1426,0.4383,T24C12.1,1137,WBGene00020764,188847.0,
10100,0.6534,1.416,#858585,0.7722,1.0,T24C12.4,848,WBGene00020766,188848.0,
10101,-1.464,5.645,#858585,0.1802,0.523,peb-1,2367,WBGene00003968,180532.0,"['several structures', 'including germ line', 'hypodermis', 'pharyngeal cell', 'pharyngeal-intestinal valve', 'and rectal epithelial cell']"
10102,-0.09823,5.417,#858585,0.9946,1.0,hex-1,2003,WBGene00020509,180533.0,"['coelomocyte', 'pharyngeal neurons']"
10103,-0.7433,4.622,#858585,0.7801,1.0,T14F9.2,1426,WBGene00020508,188500.0,
10104,-0.4069,7.985,#858585,0.9575,1.0,vha-15,1767,WBGene00020507,180534.0,
10105,-0.06989,10.68,#858585,0.9801,1.0,rpl-11.2,731,WBGene00004423,180535.0,"['embryonic cell', 'head', 'posterior gonad arm', 'and tail']"
10106,4.069,-0.5096,#858585,0.009715,0.05229,AH9.7,871,WBGene00175029,,
10107,1.803,1.159,#858585,0.029,0.1217,AH9.1,1236,WBGene00014998,181810.0,
10108,-0.1965,3.218,#858585,0.9877,1.0,AH9.3,961,WBGene00014999,180537.0,
10109,-0.4483,4.806,#858585,0.9624,1.0,AH9.6,999,WBGene00044701,4363123.0,
10110,-0.0145,2.082,#858585,0.9983,1.0,AH9.4,1364,WBGene00015000,181811.0,
10111,0.2571,4.403,#858585,0.9927,1.0,sav-1,1325,WBGene00020427,188402.0,
10112,1.699,5.044,#858585,0.01321,0.06624,aakg-4,2334,WBGene00020135,187928.0,"['several structures', 'including accessory cell', 'dorsal nerve cord', 'neurons', 'non-striated muscle', 'and preanal ganglion']"
10113,-1.062,3.816,#858585,0.4375,0.9895,T01B6.1,1111,WBGene00020134,187927.0,
10114,-0.1447,0.8651,#858585,0.974,1.0,nlp-23,443,WBGene00003761,188856.0,"['hypodermis', 'tail']"
10115,-0.5303,4.39,#858585,0.96,1.0,lgc-40,1677,WBGene00020767,188854.0,
10116,-1.281,2.897,#858585,0.1428,0.4388,F47G3.3,1848,WBGene00018578,185944.0,
10117,2.02,3.148,#858585,0.04759,0.1806,F47G3.4,376,WBGene00194641,13219566.0,
10118,0.2794,1.913,#858585,0.9749,1.0,asna-2,1447,WBGene00018577,,
10119,-1.416,4.609,#858585,0.07981,0.2764,F47G3.1,2802,WBGene00018576,180543.0,
10120,-1.554,3.169,#858585,0.04814,0.1824,C43H6.6,1718,WBGene00016619,183425.0,
10121,-0.8268,3.777,#858585,0.734,1.0,dhhc-9,1213,WBGene00016620,183426.0,
